suite	target	formula_body_sha256
v7	no_add_after_seal	03cfd24cd875e075a1dd5684bde11d540cdfb832100ba6b33c9e51e38140716a
v7	no_add_after_complete	1c9110db654cbf82d4f2312164b26c10650749afa912f4803c1ecbe9ff45eaf7
v7	no_add_after_fail	bdf560ec643b28cc6f92f693a5dee2d33a742f2b376ee70b9ee6e12feeff046e
v7	no_slot_accept_after_complete	d05646bb074b893eec20bf73df8ff85bc4aced5c6c5250873b96659bad239779
v7	no_slot_accept_after_fail	c8b8d4a9dd780cde2e010a2f9028af480e8c4e9dcecb9743d1e5a248fa90c40d
v7	no_slot_accept_after_close	d8e8471414400a1bee839fa01c1504beb81c10a80ce311427248ed1a225117d2
v7	batch_complete_consumes_state	ebdee3b44e3be089ed16a88d24ec0dc8f359eade0d8593da63a4ae22b3ad965a
v7	batch_fail_consumes_state	8b6a70b6f809f50f347ccf7bca53d26223e5865b44453716060ef2455c372e5e
v7	batch_end_token_single_use	23a1c2e656716ffcd2452ad001cbe7a427ca49a95958b391f2e30da6780f8f36
v7	batch_fail_complete_exclusive	1551d18110cdc476baeb6a5874031d4d614013694bd1e05d6824e44eff25d262
v7	receiver_state_single_batch_end	2df7e8efb05f0de9a1dee2b47d6abb6fb55deac0aa213608f7a984cfc50b1fec
v7	slot_origin	ba1a99988b2f82d455eee51feff9a42d48cd2134cd8c3714b0e35449d78d7910
