suite	target	actual_status	expected_status	exit_status	loop	raw_output
fixed-impact	dedup_decision_single_use	verified	verified	0	false	proofs/fixed-impact/dedup_decision_single_use.out
fixed-impact	dedup_outcomes_exclusive	verified	verified	0	false	proofs/fixed-impact/dedup_outcomes_exclusive.out
fixed-impact	normal_distinct_batch_complete	verified	verified	0	false	proofs/fixed-impact/normal_distinct_batch_complete.out
fixed-impact	normal_distinct_consumer_complete	verified	verified	0	false	proofs/fixed-impact/normal_distinct_consumer_complete.out
fixed-impact	normal_distinct_fail_slot1_exists	verified	verified	0	false	proofs/fixed-impact/normal_distinct_fail_slot1_exists.out
fixed-impact	normal_distinct_fail_slot2_exists	verified	verified	0	false	proofs/fixed-impact/normal_distinct_fail_slot2_exists.out
fixed-impact	batch_fail_complete_exclusive	verified	verified	0	false	proofs/fixed-impact/batch_fail_complete_exclusive.out
fixed-impact	state_consumed_on_duplicate_fail	verified	verified	0	false	proofs/fixed-impact/state_consumed_on_duplicate_fail.out
fixed-impact	no_consumer_after_failed_batch	verified	verified	0	false	proofs/fixed-impact/no_consumer_after_failed_batch.out
v6	executable_add_slot	verified	verified	0	false	proofs/v6/executable_add_slot.out
v6	executable_seal_batch	verified	verified	0	false	proofs/v6/executable_seal_batch.out
v6	executable_process_slot	verified	verified	0	false	proofs/v6/executable_process_slot.out
v6	executable_batch_complete	verified	verified	0	false	proofs/v6/executable_batch_complete.out
v6	executable_batch_fail	verified	verified	0	false	proofs/v6/executable_batch_fail.out
v6	process_requires_slot_added	verified	verified	0	false	proofs/v6/process_requires_slot_added.out
v6	process_requires_seal	verified	verified	0	false	proofs/v6/process_requires_seal.out
v6	complete_requires_seal	verified	verified	0	false	proofs/v6/complete_requires_seal.out
v6	fail_requires_seal	verified	verified	0	false	proofs/v6/fail_requires_seal.out
v6	batch_complete_consumes_state	verified	verified	0	false	proofs/v6/batch_complete_consumes_state.out
v6	batch_fail_consumes_state	verified	verified	0	false	proofs/v6/batch_fail_consumes_state.out
v6	batch_end_token_single_use	verified	verified	0	false	proofs/v6/batch_end_token_single_use.out
v6	batch_fail_complete_exclusive	verified	verified	0	false	proofs/v6/batch_fail_complete_exclusive.out
v6	slot_origin_without_early_compromise	verified	verified	0	false	proofs/v6/slot_origin_without_early_compromise.out
v6	slot_key_known_requires_exception	verified	verified	0	false	proofs/v6/slot_key_known_requires_exception.out
v6	partnered_slot_key_not_attacker_known_without_early_compromise	verified	verified	0	false	proofs/v6/partnered_slot_key_not_attacker_known_without_early_compromise.out
v7	executable_four_slots_added	verified	verified	0	false	proofs/v7/executable_four_slots_added.out
v7	executable_seal_batch	verified	verified	0	false	proofs/v7/executable_seal_batch.out
v7	executable_four_slots_processed	verified	verified	0	false	proofs/v7/executable_four_slots_processed.out
v7	executable_batch_complete	verified	verified	0	false	proofs/v7/executable_batch_complete.out
v7	executable_batch_fail	verified	verified	0	false	proofs/v7/executable_batch_fail.out
v7	seal_requires_all_slots_added	verified	verified	0	false	proofs/v7/seal_requires_all_slots_added.out
v7	process_requires_slot_added	verified	verified	0	false	proofs/v7/process_requires_slot_added.out
v7	process_requires_seal	verified	verified	0	false	proofs/v7/process_requires_seal.out
v7	complete_requires_seal	verified	verified	0	false	proofs/v7/complete_requires_seal.out
v7	fail_requires_seal	verified	verified	0	false	proofs/v7/fail_requires_seal.out
v7	complete_requires_all_slots_done	verified	verified	0	false	proofs/v7/complete_requires_all_slots_done.out
v7	complete_requires_all_added_slots_processed	verified	verified	0	false	proofs/v7/complete_requires_all_added_slots_processed.out
v7	no_add_after_seal	verified	verified	0	false	proofs/v7/no_add_after_seal.out
v7	no_add_after_complete	verified	verified	0	false	proofs/v7/no_add_after_complete.out
v7	no_add_after_fail	verified	verified	0	false	proofs/v7/no_add_after_fail.out
v7	no_slot_accept_after_complete	verified	verified	0	false	proofs/v7/no_slot_accept_after_complete.out
v7	no_slot_accept_after_fail	verified	verified	0	false	proofs/v7/no_slot_accept_after_fail.out
v7	no_slot_accept_after_close	verified	verified	0	false	proofs/v7/no_slot_accept_after_close.out
v7	batch_complete_consumes_state	verified	verified	0	false	proofs/v7/batch_complete_consumes_state.out
v7	batch_fail_consumes_state	verified	verified	0	false	proofs/v7/batch_fail_consumes_state.out
v7	batch_end_token_single_use	verified	verified	0	false	proofs/v7/batch_end_token_single_use.out
v7	batch_fail_complete_exclusive	verified	verified	0	false	proofs/v7/batch_fail_complete_exclusive.out
v7	receiver_state_single_batch_end	verified	verified	0	false	proofs/v7/receiver_state_single_batch_end.out
v7	slot_origin	verified	verified	0	false	proofs/v7/slot_origin.out
